,Name of user,Competition Name,Label,Ranking
351,178,NATS Talent Search,1,0.381751736581
352,178,JIFF ISC Script Contest,0,0.0
353,178,Maay Marathi Film Competition 2017,0,0.0988128121085
354,178,Project Innovation Contest,0,0.0597413658529
355,178,Dream Build Play 2017 Challenge,1,0.649706338863
356,178,Photography Competition 2017,1,0.573369051024
357,178,Asia Young Designer Award Contest,1,0.395356828832
358,178,GYTI Innovation Awards,0,0.0694116090673
359,178,Haryana Vigyan / Yuva Vigyan Ratna Awards 2017-18,0,0.0549963022312
360,178,Dr. A P J Abdul Kalam National Legal Essay Competition 2017,0,0.106582901625
361,178,1st Justice P N Bhagwati Research Paper Writing Competition 2017,0,0.0083104618126
362,178,Best International Future Lawyer Award 2017,0,0.0
363,178,Archasm Architecture Competition 2017,0,0.0578819938763
364,178,4th National Essay Writing Competition 2018,0,0.0292332229881
365,178,India?s Storytellers/ Script Contest 2017-2018,1,0.500469537092
366,178,Third National Essay Competition on Water 2017-18,0,0.0272187135893
367,178,Soul of Bengaluru Photo Contest 2017,0,0.0905941201253
368,178,1st International Article Writing Competition 2017,0,0.0525037207065
369,178,"Combating Corruption, Battling Black Money Competition 2017",0,0.0371397334317
370,178,Solar Chulha Innovation Challenge 2017,0,0.0641839748251
371,203,KTH Master's Challenge (Full Scholarship + Monthly Stipend),0,0.0
372,203,Marksman Call For Articles- November 2017,1,0.554798611497
373,203,Convergence 2017,1,0.478780717313
374,203,Prarambh 2018,0,0.0694116090673
375,203,Click India Photography Competition - Shot 3,1,0.573369051024
376,203,NEC IIT Bombay Presents The Entrepreneurship Quiz Challenge,0,0.0433436600947
377,203,Battleground 8.0,0,0.0618899115816
378,203,ShopFloor,0,0.164795637949
379,203,CrackItUp,0,0.110611281892
380,203,NEC IIT Bombay Presents CodeSprint,0,0.0521019912154
381,203,Kamaal Dhamaal Bemisaal,0,0.157701683403
382,203,Brainy Awards,0,0.157440968661
383,203,Inquizito - Tickle Your Grey Cells,0,0.0587782919844
384,203,Finathon - Time To Trade!,0,0.110661320953
385,203,Yalgaar - Time For Halla Bol!,0,0.206395046803
386,203,IntellOps- Article Writing Competition By OpCellence,0,0.162882048778
387,203,BIOCON PRESENTS SHOT OF LIFE,0,0.171874775185
388,203,NEC IIT Bombay Presents Empresario,0,0.0790239435541
389,203,Rural Le Carte,0,0.131138342981
390,203,The Fast Pay Story,0,0.131138342981
391,203,"FINAcumen, IIM Nagpur",0,0.193657311667
392,203,NEC IIT Bombay Presents Hashtrix,0,0.0521019912154
393,203,NEC IIT Bomaby Presents HackStack,0,0.074345535807
394,203,Asia Pacific International Conference,0,0.134774488269
395,203,Interview Question Of Year 2017,0,0.119359562981
396,203,The Great Analytics Quiz,0,0.140764696007
397,203,"Paper Presentation On ""  Effect Of App Based Learning In School Education (K-12)""",0,0.144515358963
398,203,KDP Pen To Publish Contest,1,0.533191092826
399,203,Banjara International Film Festival 2017,0,0.0716459998409
400,203,Spanish Guitar Competition 2017,1,0.382735944261
